provincianombre,provincia,maxabs,minabs,brecha_sc,count.sc,municipio,zona,show
Huelva,21,34.8,29.4,5.4,2,Villanueva de los Castillejos,m21076,dontshow
Granada,18,43.4,38,5.4,2,Jun,m18111,dontshow
Lleida,25,44.2,38.8,5.4,3,Alpicat,m25023,dontshow
Lugo,27,18.9,13.6,5.3,2,"Nogais, As",m27037,dontshow
Jaén,23,19.4,14.1,5.3,4,Santisteban del Puerto,m23079,dontshow
Toledo,45,24.4,19.1,5.3,8,Mora,m45106,dontshow
Lugo,27,27.2,21.9,5.3,2,"Vicedo, O",m27064,dontshow
Toledo,45,27.8,22.5,5.3,4,Corral de Almaguer,m45054,dontshow
Navarra,31,28.4,23.1,5.3,2,Arguedas,m31032,dontshow
Teruel,44,29.8,24.5,5.3,3,Albalate del Arzobispo,m44008,dontshow
Ourense,32,32.7,27.4,5.3,5,"Rúa, A",m32072,dontshow
Sevilla,41,33.2,27.9,5.3,6,Montellano,m41064,dontshow
Valencia,46,34,28.7,5.3,3,Náquera,m46178,dontshow
Bizkaia,48,34.3,29,5.3,3,Sondika,m48904,dontshow
Tarragona,43,34.5,29.2,5.3,3,"Sénia, La",m43044,dontshow
Soria,42,35.3,30,5.3,3,Almazán,m42020,dontshow
Ávila,5,35.7,30.4,5.3,2,"Tiemblo, El",m5241,dontshow
Gipuzkoa,20,35.7,30.4,5.3,3,Lazkao,m20049,dontshow
Gipuzcoa,20,35.7,30.4,5.3,3,Lazkao,m20049,dontshow
Zaragoza,50,35.9,30.6,5.3,3,"Almunia de Doña Godina, La",m50025,dontshow
Salamanca,37,39.8,34.5,5.3,4,Villares de la Reina,m37362,dontshow
Córdoba,14,15.8,10.6,5.2,3,Espejo,m14025,dontshow
Ourense,32,18.8,13.6,5.2,3,Maside,m32045,dontshow
Badajoz,6,26.6,21.4,5.2,3,Granja de Torrehermosa,m6059,dontshow
Zaragoza,50,26.6,21.4,5.2,2,Daroca,m50094,dontshow
Toledo,45,26.9,21.7,5.2,2,Pantoja,m45128,dontshow
Cantabria,39,28.9,23.7,5.2,9,"Corrales de Buelna, Los",m39025,dontshow
Madrid,28,31.4,26.2,5.2,10,Torrelodones,m28152,dontshow
Segovia,40,32.3,27.1,5.2,2,San Cristóbal de Segovia,m40906,dontshow
Badajoz,6,32.9,27.7,5.2,7,Azuaga,m6014,dontshow
Tarragona,43,33.1,27.9,5.2,2,"Perelló, El",m43104,dontshow
Palencia,34,35.5,30.3,5.2,6,Guardo,m34080,dontshow
Huelva,21,35.7,30.5,5.2,4,Minas de Riotinto,m21049,dontshow
Zaragoza,50,35.8,30.6,5.2,3,Villanueva de Gállego,m50288,dontshow
"A Coruña",15,37.2,32,5.2,6,Neda,m15055,dontshow
Valladolid,47,38.2,33,5.2,3,Cigales,m47050,dontshow
Barcelona,8,39.7,34.5,5.2,2,Sant Climent de Llobregat,m8204,dontshow
Lleida,25,40.8,35.6,5.2,4,Agramunt,m25003,dontshow
Lugo,27,16.9,11.8,5.1,4,Friol,m27020,dontshow
Sevilla,41,19.5,14.4,5.1,2,Almadén de la Plata,m41009,dontshow
Castellón,12,20.4,15.3,5.1,3,Morella,m12080,dontshow
Lugo,27,22.9,17.8,5.1,3,Láncara,m27026,dontshow
Badajoz,6,23.2,18.1,5.1,3,Villanueva del Fresno,m6154,dontshow
Navarra,31,27.2,22.1,5.1,2,Ablitas,m31006,dontshow
Zaragoza,50,30,24.9,5.1,2,Mallén,m50160,dontshow
Madrid,28,31.3,26.2,5.1,4,Colmenarejo,m28044,dontshow
Sevilla,41,34,28.9,5.1,7,Brenes,m41018,dontshow
"La Rioja",26,38,32.9,5.1,2,Albelda de Iregua,m26005,dontshow
Granada,18,42.1,37,5.1,3,Pulianas,m18165,dontshow
Badajoz,6,18.3,13.3,5,3,Talarrubias,m6127,dontshow
Sevilla,41,22.7,17.7,5,2,Marinaleda,m41061,dontshow
Granada,18,23.3,18.3,5,3,Castril,m18046,dontshow
León,24,25.3,20.3,5,3,Toreno,m24169,dontshow
Ourense,32,25.3,20.3,5,5,Ribadavia,m32069,dontshow
Almería,4,26.1,21.1,5,2,Benahadux,m4024,dontshow
Valladolid,47,26.1,21.1,5,4,Medina de Rioseco,m47086,dontshow
Segovia,40,28.8,23.8,5,4,Real Sitio de San Ildefonso,m40181,dontshow
Badajoz,6,31.6,26.6,5,11,Montijo,m6088,dontshow
Madrid,28,32,27,5,4,Manzanares el Real,m28082,dontshow
Córdoba,14,32.2,27.2,5,3,Villaviciosa de Córdoba,m14073,dontshow
Madrid,28,35.4,30.4,5,3,Cubas de la Sagra,m28050,dontshow
Jaén,23,35.9,30.9,5,2,Baños de la Encina,m23011,dontshow
Sevilla,41,38.8,33.8,5,2,Villamanrique de la Condesa,m41097,dontshow
Huelva,21,39.6,34.6,5,2,"Campillo, El",m21018,dontshow
Barcelona,8,42.5,37.5,5,4,Santpedor,m8192,dontshow
Jaén,23,13.8,8.9,4.9,2,Jabalquinto,m23049,dontshow
Valencia,46,17.9,13,4.9,2,Anna,m46039,dontshow
Toledo,45,19.3,14.4,4.9,2,Tembleque,m45166,dontshow
Alicante,3,21.1,16.2,4.9,6,Banyeres de Mariola,m3021,dontshow
Valencia,46,22.6,17.7,4.9,2,Bellreguard,m46048,dontshow
León,24,24.9,20,4.9,4,Fabero,m24070,dontshow
Jaén,23,26,21.1,4.9,5,Navas de San Juan,m23063,dontshow
Cantabria,39,27,22.1,4.9,5,Colindres,m39023,dontshow
Toledo,45,31.2,26.3,4.9,2,"Navalmorales, Los",m45112,dontshow
"A Coruña",15,31.5,26.6,4.9,6,Abegondo,m15001,dontshow
Pontevedra,36,31.9,27,4.9,4,Barro,m36002,dontshow
Jaén,23,34.6,29.7,4.9,5,Mengíbar,m23061,dontshow
Huesca,22,37.2,32.3,4.9,7,Sabiñánigo,m22199,dontshow
Zaragoza,50,37.9,33,4.9,3,"Puebla de Alfindén, La",m50219,dontshow
Almería,4,15.6,10.8,4.8,2,Gádor,m4047,dontshow
Sevilla,41,22.9,18.1,4.8,2,Albaida del Aljarafe,m41003,dontshow
Almería,4,23.6,18.8,4.8,2,Chirivel,m4037,dontshow
Cuenca,16,27.3,22.5,4.8,5,"Pedroñeras, Las",m16154,dontshow
Navarra,31,29.1,24.3,4.8,5,Baztan,m31050,dontshow
Pontevedra,36,30.2,25.4,4.8,5,Cuntis,m36015,dontshow
Badajoz,6,31.1,26.3,4.8,2,Zahínos,m6159,dontshow
León,24,32.1,27.3,4.8,3,Sariegos,m24163,dontshow
Madrid,28,33.1,28.3,4.8,6,Alpedrete,m28010,dontshow
Asturias,33,34.3,29.5,4.8,6,Cudillero,m33021,dontshow
Teruel,44,35.1,30.3,4.8,3,Calamocha,m44050,dontshow
"A Coruña",15,35.2,30.4,4.8,5,Cedeira,m15022,dontshow
Barcelona,8,36.3,31.5,4.8,5,Montmeló,m8135,dontshow
Sevilla,41,37.7,32.9,4.8,5,Umbrete,m41094,dontshow
Lugo,27,38,33.2,4.8,6,Burela,m27902,dontshow
Málaga,29,38,33.2,4.8,2,Villanueva del Rosario,m29096,dontshow
Sevilla,41,39.4,34.6,4.8,5,Santiponce,m41089,dontshow
Barcelona,8,46,41.2,4.8,4,Roda de Ter,m8183,dontshow
Badajoz,6,16.8,12.1,4.7,2,Cabeza la Vaca,m6024,dontshow
Lugo,27,19.5,14.8,4.7,2,"Valadouro, O",m27063,dontshow
Alicante,3,20.9,16.2,4.7,4,Cox,m3058,dontshow
Asturias,33,28,23.3,4.7,3,Vegadeo,m33074,dontshow
"A Coruña",15,28.2,23.5,4.7,8,Padrón,m15065,dontshow
Madrid,28,30.5,25.8,4.7,3,Loeches,m28075,dontshow
Lleida,25,30.7,26,4.7,2,Bell-lloc d'Urgell,m25048,dontshow
Madrid,28,30.9,26.2,4.7,2,Casarrubuelos,m28036,dontshow
"A Coruña",15,31.6,26.9,4.7,6,Pontedeume,m15069,dontshow
Navarra,31,34.8,30.1,4.7,5,Altsasu/Alsasua,m31010,dontshow
Asturias,33,34.9,30.2,4.7,3,"Franco, El",m33023,dontshow
Barcelona,8,42.5,37.8,4.7,3,Martorelles,m8115,dontshow
Tarragona,43,47.9,43.2,4.7,2,"Catllar, El",m43043,dontshow
Albacete,2,17.8,13.2,4.6,2,Fuente-Álamo,m2033,dontshow
Valencia,46,19,14.4,4.6,4,Mogente/Moixent,m46170,dontshow
Murcia,30,22.5,17.9,4.6,4,Pliego,m30032,dontshow
Navarra,31,23.6,19,4.6,2,Fitero,m31105,dontshow
Lugo,27,23.9,19.3,4.6,4,"Corgo, O",m27014,dontshow
Navarra,31,24.3,19.7,4.6,4,Aranguren,m31023,dontshow
Cuenca,16,26.7,22.1,4.6,3,Motilla del Palancar,m16134,dontshow
Toledo,45,29.2,24.6,4.6,3,"Navalucillos, Los",m45113,dontshow
Álava,1,30.8,26.2,4.6,2,Ayala/Aiara,m1010,dontshow
Toledo,45,32.4,27.8,4.6,3,Añover de Tajo,m45014,dontshow
Palencia,34,32.6,28,4.6,4,Villamuriel de Cerrato,m34225,dontshow
Madrid,28,33.4,28.8,4.6,3,Hoyo de Manzanares,m28072,dontshow
Barcelona,8,37.6,33,4.6,2,Sant Julià de Vilatorta,m8220,dontshow
Girona,17,44.2,39.6,4.6,2,Riells i Viabrea,m17146,dontshow
Cáceres,10,17.3,12.8,4.5,2,Garrovillas de Alconétar,m10082,dontshow
Toledo,45,18.6,14.1,4.5,2,Dosbarrios,m45059,dontshow
Huelva,21,21.9,17.4,4.5,3,Niebla,m21053,dontshow
Ciudad Real,13,23.7,19.2,4.5,5,Calzada de Calatrava,m13027,dontshow
Badajoz,6,25.1,20.6,4.5,6,Castuera,m6036,dontshow
Navarra,31,25.6,21.1,4.5,2,Cortes,m31078,dontshow
"Illes Balears,",7,27.9,23.4,4.5,4,Porreres,m7043,dontshow
Málaga,29,28.4,23.9,4.5,3,Cuevas de San Marcos,m29049,dontshow
"A Coruña",15,28.5,24,4.5,6,Malpica de Bergantiños,m15043,dontshow
"A Coruña",15,30.5,26,4.5,5,Zas,m15093,dontshow
"La Rioja",26,30.7,26.2,4.5,4,Santo Domingo de la Calzada,m26138,dontshow
Navarra,31,32.5,28,4.5,4,San Adrián,m31215,dontshow
Cuenca,16,32.7,28.2,4.5,8,Tarancón,m16203,dontshow
Valladolid,47,35,30.5,4.5,5,Cistérniga,m47052,dontshow
Valladolid,47,35.3,30.8,4.5,4,Zaratán,m47231,dontshow
"A Coruña",15,36.1,31.6,4.5,8,"Pontes de García Rodríguez, As",m15070,dontshow
Palencia,34,36.7,32.2,4.5,2,Herrera de Pisuerga,m34083,dontshow
"A Coruña",15,37.4,32.9,4.5,9,Sada,m15075,dontshow
Barcelona,8,42.8,38.3,4.5,2,Balenyà,m8017,dontshow
Barcelona,8,45.7,41.2,4.5,3,Moià,m8138,dontshow
Cuenca,16,15.1,10.7,4.4,2,Campillo de Altobuey,m16042,dontshow
Lugo,27,15.6,11.2,4.4,2,"Incio, O",m27024,dontshow
Badajoz,6,19.1,14.7,4.4,5,Oliva de la Frontera,m6093,dontshow
Jaén,23,21.5,17.1,4.4,2,Bélmez de la Moraleda,m23015,dontshow
Ciudad Real,13,21.9,17.5,4.4,3,Carrión de Calatrava,m13031,dontshow
Lugo,27,22.1,17.7,4.4,3,Xove,m27025,dontshow
Ciudad Real,13,22.2,17.8,4.4,5,Moral de Calatrava,m13058,dontshow
Santa Cruz de Tenerife,38,22.7,18.3,4.4,2,Fasnia,m38012,dontshow
Cáceres,10,27.1,22.7,4.4,5,Montehermoso,m10127,dontshow
Cádiz,11,27.2,22.8,4.4,4,Prado del Rey,m11026,dontshow
León,24,27.2,22.8,4.4,2,Chozas de Abajo,m24065,dontshow
"Las Palmas",35,27.2,22.8,4.4,7,Firgas,m35008,dontshow
Navarra,31,27.3,22.9,4.4,2,Buñuel,m31057,dontshow
"A Coruña",15,28.1,23.7,4.4,4,Trazo,m15086,dontshow
Albacete,2,28.2,23.8,4.4,2,Chinchilla de Monte-Aragón,m2029,dontshow
Badajoz,6,28.5,24.1,4.4,3,Hornachos,m6069,dontshow
Badajoz,6,29,24.6,4.4,7,Jerez de los Caballeros,m6070,dontshow
Huelva,21,32.5,28.1,4.4,3,Paterna del Campo,m21056,dontshow
Córdoba,14,32.7,28.3,4.4,8,Fernán-Núñez,m14027,dontshow
Barcelona,8,36,31.6,4.4,2,Sant Pere de Torelló,m8233,dontshow
Sevilla,41,36.1,31.7,4.4,8,"Puebla de Cazalla, La",m41077,dontshow
Bizkaia,48,38.1,33.7,4.4,7,Sopelana,m48085,dontshow
Asturias,33,38.4,34,4.4,4,Noreña,m33042,dontshow
Cuenca,16,17.9,13.6,4.3,3,Casasimarro,m16066,dontshow
Badajoz,6,19.7,15.4,4.3,3,Fuentes de León,m6055,dontshow
"A Coruña",15,20.6,16.3,4.3,3,"Baña, A",m15007,dontshow
Toledo,45,22.8,18.5,4.3,3,Calera y Chozas,m45028,dontshow
Ourense,32,22.9,18.6,4.3,2,Leiro,m32040,dontshow
"Las Palmas",35,22.9,18.6,4.3,3,Valleseco,m35032,dontshow
Valencia,46,22.9,18.6,4.3,3,Villalonga,m46255,dontshow
Badajoz,6,23.8,19.5,4.3,2,Valdelacalzada,m6901,dontshow
Valencia,46,25.7,21.4,4.3,4,Rafelbuñol/Rafelbunyol,m46207,dontshow
Ourense,32,26.4,22.1,4.3,3,Cartelle,m32020,dontshow
Madrid,28,27,22.7,4.3,2,Becerril de la Sierra,m28018,dontshow
Valencia,46,27.2,22.9,4.3,4,Almàssera,m46032,dontshow
Castellón,12,27.3,23,4.3,2,Vall d'Alba,m12124,dontshow
Ourense,32,27.6,23.3,4.3,2,"Pobra de Trives, A",m32063,dontshow
Sevilla,41,27.8,23.5,4.3,3,"Puebla de los Infantes, La",m41078,dontshow
Almería,4,30.7,26.4,4.3,2,Lubrín,m4059,dontshow
Lleida,25,30.7,26.4,4.3,2,Juneda,m25119,dontshow
Cantabria,39,31,26.7,4.3,7,Santoña,m39079,dontshow
"Las Palmas",35,31.3,27,4.3,4,Haría,m35010,dontshow
Toledo,45,36.7,32.4,4.3,2,Chozas de Canales,m45056,dontshow
Bizkaia,48,38,33.7,4.3,5,Berango,m48016,dontshow
Barcelona,8,45,40.7,4.3,4,Matadepera,m8120,dontshow
Jaén,23,15.5,11.3,4.2,2,Canena,m23020,dontshow
Jaén,23,15.8,11.6,4.2,2,Villardompardo,m23098,dontshow
Sevilla,41,23.8,19.6,4.2,2,"Pedroso, El",m41073,dontshow
Jaén,23,24.1,19.9,4.2,4,Peal de Becerro,m23066,dontshow
Toledo,45,27.5,23.3,4.2,4,"Villa de Don Fadrique, La",m45186,dontshow
Badajoz,6,27.9,23.7,4.2,4,Aceuchal,m6002,dontshow
Lugo,27,28.2,24,4.2,3,Barreiros,m27005,dontshow
Cantabria,39,28.9,24.7,4.2,3,Polanco,m39054,dontshow
Lugo,27,31.1,26.9,4.2,3,Taboada,m27060,dontshow
Castellón,12,32.3,28.1,4.2,10,Benicasim/Benicàssim,m12028,dontshow
Soria,42,34.5,30.3,4.2,3,Burgo de Osma-Ciudad de Osma,m42043,dontshow
Álava,1,36,31.8,4.2,2,Iruña Oka/Iruña de Oca,m1901,dontshow
Lleida,25,36.8,32.6,4.2,2,Artesa de Segre,m25034,dontshow
Barcelona,8,37.2,33,4.2,3,Sant Hipòlit de Voltregà,m8215,dontshow
Granada,18,45.2,41,4.2,4,Cenes de la Vega,m18047,dontshow
Huelva,21,18.1,14,4.1,3,Villalba del Alcor,m21074,dontshow
Granada,18,18.7,14.6,4.1,2,Guadahortuna,m18088,dontshow
Badajoz,6,19.4,15.3,4.1,2,Lobón,m6072,dontshow
Badajoz,6,21.2,17.1,4.1,5,Fuente del Maestre,m6054,dontshow
Cuenca,16,22.7,18.6,4.1,2,Horcajo de Santiago,m16106,dontshow
Valencia,46,23.1,19,4.1,4,Villanueva de Castellón,m46257,dontshow
Valladolid,47,24.5,20.4,4.1,4,Olmedo,m47104,dontshow
Badajoz,6,24.8,20.7,4.1,3,Santa Marta,m6121,dontshow
Almería,4,25.3,21.2,4.1,5,Carboneras,m4032,dontshow
Cuenca,16,26.3,22.2,4.1,4,Mota del Cuervo,m16133,dontshow
Valencia,46,26.3,22.2,4.1,3,Rocafort,m46216,dontshow
León,24,27.4,23.3,4.1,2,Valderas,m24181,dontshow
Bizkaia,48,29.1,25,4.1,6,Balmaseda,m48090,dontshow
Huesca,22,29.4,25.3,4.1,3,Sariñena,m22213,dontshow
Toledo,45,29.9,25.8,4.1,2,"Pueblanueva, La",m45137,dontshow
Salamanca,37,30.2,26.1,4.1,4,Peñaranda de Bracamonte,m37246,dontshow
Ciudad Real,13,31.1,27,4.1,5,Argamasilla de Alba,m13019,dontshow
Gipuzkoa,20,35.6,31.5,4.1,3,Orio,m20061,dontshow
Gipuzcoa,20,35.6,31.5,4.1,3,Orio,m20061,dontshow
Madrid,28,38.8,34.7,4.1,5,Griñón,m28066,dontshow
Barcelona,8,40.8,36.7,4.1,5,Tiana,m8282,dontshow
Ciudad Real,13,17.1,13.1,4,3,Torrenueva,m13085,dontshow
Cuenca,16,17.9,13.9,4,2,Belmonte,m16033,dontshow
Albacete,2,20.4,16.4,4,3,Munera,m2053,dontshow
Castellón,12,22.9,18.9,4,2,Jérica,m12071,dontshow
León,24,24.1,20.1,4,2,Toral de los Vados,m24206,dontshow
Lugo,27,24.4,20.4,4,2,Bóveda,m27008,dontshow
Palencia,34,25.1,21.1,4,3,Saldaña,m34157,dontshow
Granada,18,25.2,21.2,4,3,Cúllar,m18056,dontshow
Madrid,28,25.9,21.9,4,3,"Boalo, El",m28023,dontshow
Guadalajara,19,26.5,22.5,4,3,Molina de Aragón,m19190,dontshow
Zaragoza,50,26.8,22.8,4,2,Cariñena,m50073,dontshow
Girona,17,27.3,23.3,4,2,Camprodon,m17039,dontshow
Asturias,33,27.4,23.4,4,2,Cabrales,m33008,dontshow
Burgos,9,28.6,24.6,4,2,Lerma,m9194,dontshow
Girona,17,29.1,25.1,4,2,Forallac,m17902,dontshow
Lugo,27,29.1,25.1,4,5,Castro de Rei,m27010,dontshow
Madrid,28,30.4,26.4,4,2,Talamanca de Jarama,m28145,dontshow
Cádiz,11,31,27,4,6,Jimena de la Frontera,m11021,dontshow
Navarra,31,31.2,27.2,4,3,Viana,m31251,dontshow
Bizkaia,48,31.7,27.7,4,2,Busturia,m48021,dontshow
Valladolid,47,32.8,28.8,4,3,Boecillo,m47023,dontshow
Granada,18,32.9,28.9,4,2,Colomera,m18051,dontshow
Guadalajara,19,37.2,33.2,4,4,Villanueva de la Torre,m19319,dontshow
Burgos,9,37.5,33.5,4,4,Briviesca,m9056,dontshow
Barcelona,8,45.7,41.7,4,2,Cabrils,m8030,dontshow
Córdoba,14,15.8,11.9,3.9,3,Luque,m14039,dontshow
Toledo,45,18.1,14.2,3.9,3,Santa Cruz de la Zarza,m45156,dontshow
Valencia,46,22.4,18.5,3.9,2,Catadau,m46093,dontshow
Lugo,27,22.6,18.7,3.9,2,Paradela,m27042,dontshow
Santa Cruz de Tenerife,38,22.9,19,3.9,4,San Juan de la Rambla,m38034,dontshow
Almería,4,24.3,20.4,3.9,2,Vélez-Blanco,m4098,dontshow
Toledo,45,24.5,20.6,3.9,3,Menasalbas,m45098,dontshow
Lugo,27,24.8,20.9,3.9,6,Guitiriz,m27022,dontshow
Cuenca,16,24.9,21,3.9,2,"Mesas, Las",m16124,dontshow
Pontevedra,36,25.4,21.5,3.9,5,Cotobade,m36012,dontshow
Jaén,23,27.2,23.3,3.9,4,Lopera,m23056,dontshow
Málaga,29,28.3,24.4,3.9,5,Campillos,m29032,dontshow
"Illes Balears,",7,28.6,24.7,3.9,5,Binissalem,m7008,dontshow
Madrid,28,28.6,24.7,3.9,3,Guadalix de la Sierra,m28067,dontshow
Ourense,32,29.1,25.2,3.9,2,Viana do Bolo,m32086,dontshow
Bizkaia,48,30.6,26.7,3.9,3,Igorre,m48094,dontshow
Salamanca,37,30.8,26.9,3.9,2,Cabrerizos,m37067,dontshow
Badajoz,6,32,28.1,3.9,4,Monesterio,m6085,dontshow
Soria,42,32.2,28.3,3.9,3,San Esteban de Gormaz,m42162,dontshow
Gipuzkoa,20,35.2,31.3,3.9,2,Eskoriatza,m20034,dontshow
Gipuzcoa,20,35.2,31.3,3.9,2,Eskoriatza,m20034,dontshow
Segovia,40,35.8,31.9,3.9,2,"Lastrilla, La",m40112,dontshow
"A Coruña",15,37.9,34,3.9,4,Mugardos,m15051,dontshow
"A Coruña",15,40,36.1,3.9,5,Valdoviño,m15087,dontshow
Albacete,2,16.6,12.8,3.8,2,Lezuza,m2043,dontshow
Badajoz,6,23.7,19.9,3.8,4,Navalvillar de Pela,m6091,dontshow
Badajoz,6,24.7,20.9,3.8,2,Puebla de Obando,m6107,dontshow
"A Coruña",15,26,22.2,3.8,3,Val do Dubra,m15088,dontshow
Bizkaia,48,26.8,23,3.8,2,Sopuerta,m48086,dontshow
Cuenca,16,27.4,23.6,3.8,2,Iniesta,m16113,dontshow
Huesca,22,28.1,24.3,3.8,2,Zaidín,m22254,dontshow
Navarra,31,28.5,24.7,3.8,2,Mendavia,m31165,dontshow
Alicante,3,30.3,26.5,3.8,2,"Montesinos, Los",m3903,dontshow
Huelva,21,32.8,29,3.8,2,Almonaster la Real,m21004,dontshow
Sevilla,41,35.2,31.4,3.8,4,Cazalla de la Sierra,m41032,dontshow
Barcelona,8,39.8,36,3.8,2,Sant Salvador de Guardiola,m8098,dontshow
Albacete,2,17.4,13.7,3.7,2,Ontur,m2056,dontshow
Ávila,5,19.3,15.6,3.7,3,Cebreros,m5057,dontshow
Valencia,46,21.8,18.1,3.7,3,Enguera,m46118,dontshow
Palencia,34,24.5,20.8,3.7,2,Carrión de los Condes,m34047,dontshow
Badajoz,6,25.2,21.5,3.7,2,"Garrovilla, La",m6058,dontshow
Burgos,9,25.9,22.2,3.7,3,Villarcayo de Merindad de Castilla la Vieja,m9903,dontshow
Córdoba,14,27.3,23.6,3.7,4,Belmez,m14009,dontshow
Madrid,28,28.8,25.1,3.7,3,Miraflores de la Sierra,m28085,dontshow
"Illes Balears,",7,30.1,26.4,3.7,3,Santa María del Camí,m7056,dontshow
Albacete,2,30.7,27,3.7,5,Tobarra,m2074,dontshow
Madrid,28,30.8,27.1,3.7,6,Villanueva del Pardillo,m28177,dontshow
Toledo,45,31.8,28.1,3.7,3,Esquivias,m45064,dontshow
Gipuzkoa,20,37,33.3,3.7,8,Zumarraga,m20080,dontshow
Gipuzcoa,20,37,33.3,3.7,8,Zumarraga,m20080,dontshow
Guadalajara,19,16.8,13.2,3.6,2,Sacedón,m19245,dontshow
Sevilla,41,18.6,15,3.6,4,Aznalcóllar,m41013,dontshow
Cantabria,39,19.2,15.6,3.6,2,Puente Viesgo,m39056,dontshow
Jaén,23,19.8,16.2,3.6,4,Vilches,m23094,dontshow
Pontevedra,36,20.8,17.2,3.6,3,Portas,m36040,dontshow
Albacete,2,22,18.4,3.6,2,Villamalea,m2079,dontshow
Lugo,27,23.4,19.8,3.6,2,"Páramo, O",m27043,dontshow
"A Coruña",15,27.4,23.8,3.6,5,NA,m15902,dontshow
Ourense,32,28.2,24.6,3.6,2,Padrenda,m32056,dontshow
Guadalajara,19,35.4,31.8,3.6,3,Sigüenza,m19257,dontshow
Guadalajara,19,37.2,33.6,3.6,5,Alovera,m19024,dontshow
Jaén,23,21.2,17.7,3.5,2,"Puerta de Segura, La",m23072,dontshow
Granada,18,22.9,19.4,3.5,2,Salar,m18171,dontshow
Badajoz,6,23.8,20.3,3.5,4,Alburquerque,m6006,dontshow
Lugo,27,24,20.5,3.5,3,"Saviñao, O",m27058,dontshow
"A Coruña",15,24.5,21,3.5,3,Paderne,m15064,dontshow
Albacete,2,27.1,23.6,3.5,2,Liétor,m2044,dontshow
Ávila,5,27.3,23.8,3.5,4,"Navas del Marqués, Las",m5168,dontshow
Toledo,45,30.1,26.6,3.5,2,Pepino,m45132,dontshow
Gipuzkoa,20,37.2,33.7,3.5,4,Usurbil,m20073,dontshow
Gipuzcoa,20,37.2,33.7,3.5,4,Usurbil,m20073,dontshow
Málaga,29,38.8,35.3,3.5,2,Ojén,m29076,dontshow
Badajoz,6,12.9,9.5,3.4,5,Campanario,m6028,dontshow
Cantabria,39,14.1,10.7,3.4,3,Valdáliga,m39091,dontshow
Jaén,23,15.8,12.4,3.4,3,Villanueva de la Reina,m23096,dontshow
Toledo,45,19.1,15.7,3.4,3,Navahermosa,m45109,dontshow
Ourense,32,22.1,18.7,3.4,2,"Bola, A",m32014,dontshow
Albacete,2,24,20.6,3.4,3,Casas-Ibáñez,m2024,dontshow
Badajoz,6,24,20.6,3.4,3,Ribera del Fresno,m6113,dontshow
Málaga,29,25.5,22.1,3.4,2,Sierra de Yeguas,m29088,dontshow
Salamanca,37,26.1,22.7,3.4,3,Alba de Tormes,m37008,dontshow
Lugo,27,26.4,23,3.4,3,"Pastoriza, A",m27044,dontshow
Córdoba,14,26.7,23.3,3.4,3,Villafranca de Córdoba,m14067,dontshow
Cantabria,39,27.3,23.9,3.4,2,Santillana del Mar,m39076,dontshow
Jaén,23,28.1,24.7,3.4,2,Rus,m23074,dontshow
Alicante,3,28.6,25.2,3.4,2,"Verger, el",m3138,dontshow
Madrid,28,29.9,26.5,3.4,4,Daganzo de Arriba,m28053,dontshow
Madrid,28,32.7,29.3,3.4,3,Chinchón,m28052,dontshow
Tarragona,43,36.2,32.8,3.4,2,"Ampolla, L'",m43906,dontshow
Lleida,25,42.4,39,3.4,3,Guissona,m25110,dontshow
"A Coruña",15,20.6,17.3,3.3,2,Boimorto,m15010,dontshow
Málaga,29,21.7,18.4,3.3,2,Humilladero,m29059,dontshow
Málaga,29,22.3,19,3.3,4,Alameda,m29001,dontshow
Palencia,34,23.4,20.1,3.3,2,Velilla del Río Carrión,m34199,dontshow
Teruel,44,24,20.7,3.3,2,Alcorisa,m44014,dontshow
Cantabria,39,26.8,23.5,3.3,4,Cartes,m39018,dontshow
Valladolid,47,27.3,24,3.3,2,Cabezón de Pisuerga,m47027,dontshow
Santa Cruz de Tenerife,38,27.4,24.1,3.3,3,"Guancha, La",m38018,dontshow
Sevilla,41,29.8,26.5,3.3,3,Cañada Rosal,m41901,dontshow
Burgos,9,30.5,27.2,3.3,2,Roa,m9321,dontshow
Badajoz,6,32.1,28.8,3.3,6,"Santos de Maimona, Los",m6122,dontshow
Valladolid,47,32.8,29.5,3.3,3,Simancas,m47161,dontshow
Madrid,28,35.5,32.2,3.3,4,Sevilla la Nueva,m28141,dontshow
Valladolid,47,13.6,10.4,3.2,2,Nava del Rey,m47101,dontshow
Jaén,23,15.8,12.6,3.2,2,Chiclana de Segura,m23029,dontshow
Valencia,46,19.3,16.1,3.2,2,Llombai,m46156,dontshow
Cáceres,10,20.2,17,3.2,2,Brozas,m10032,dontshow
Málaga,29,21.8,18.6,3.2,3,Teba,m29089,dontshow
Castellón,12,22.2,19,3.2,4,Torreblanca,m12117,dontshow
Córdoba,14,22.6,19.4,3.2,4,Nueva Carteya,m14046,dontshow
Ourense,32,24.3,21.1,3.2,2,Baños de Molgas,m32007,dontshow
Santa Cruz de Tenerife,38,27.4,24.2,3.2,3,Valverde,m38048,dontshow
Asturias,33,28.1,24.9,3.2,3,Morcín,m33038,dontshow
Santa Cruz de Tenerife,38,28.3,25.1,3.2,2,Hermigua,m38021,dontshow
Álava,1,30.4,27.2,3.2,2,Oyón-Oion,m1043,dontshow
Zaragoza,50,31.3,28.1,3.2,2,Fuentes de Ebro,m50115,dontshow
Madrid,28,32.2,29,3.2,3,Torrejón de Velasco,m28150,dontshow
