provincianombre,provincia,maxabs,minabs,brecha.sc,count.sc,municipio,zona
Valencia/Valéncia,46,35.6,23.1,12.5,5,Canet d'En Berenguer,46082
Sevilla,41,40,27.5,12.5,13,Osuna,41068
Bizkaia,48,44,31.5,12.5,11,Ermua,48034
"Coruña, A",15,54,41.5,12.5,28,Narón,15054
Murcia,30,35.5,22.9,12.6,30,Yecla,30043
Teruel,44,40.2,27.6,12.6,11,Alcañiz,44013
Sevilla,41,40.4,27.8,12.6,7,"Puebla del Río, La",41079
Gipuzkoa,20,40.7,28.1,12.6,14,Zarautz,20079
Gipuzcoa,20,40.7,28.1,12.6,14,Zarautz,20079
Huesca,22,43.2,30.6,12.6,11,Monzón,22158
Asturias,33,43.4,30.8,12.6,19,Castrillón,33016
Barcelona,8,44.8,32.2,12.6,4,Santa Margarida i els Monjos,8251
Almería,4,47.4,34.8,12.6,13,Vícar,4102
Barcelona,8,49.6,37,12.6,5,Palafolls,8155
Barcelona,8,49.7,37.1,12.6,5,Cervelló,8068
Valencia/Valéncia,46,34.6,21.9,12.7,12,Silla,46230
Valencia/Valéncia,46,41.4,28.7,12.7,3,Montserrat,46172
Gipuzkoa,20,44.2,31.5,12.7,9,Elgoibar,20032
Gipuzcoa,20,44.2,31.5,12.7,9,Elgoibar,20032
Zaragoza,50,30,17.2,12.8,4,Épila,50099
"Coruña, A",15,32.9,20.1,12.8,11,"Laracha, A",15041
Pontevedra,36,38.2,25.4,12.8,2,Dozón,36016
Sevilla,41,38.6,25.8,12.8,5,Villanueva del Río y Minas,41099
Málaga,29,39.6,26.8,12.8,7,Pizarra,29080
Sevilla,41,40.9,28.1,12.8,10,"Algaba, La",41007
Pontevedra,36,42.4,29.6,12.8,8,Baiona,36003
Salamanca,37,43.8,31,12.8,9,Santa Marta de Tormes,37294
Girona,17,45.6,32.8,12.8,3,Porqueres,17137
Tarragona,43,48.9,36.1,12.8,5,Montblanc,43086
Cantabria,39,30,17.1,12.9,6,Cabezón de la Sal,39012
Valencia/Valéncia,46,31.1,18.2,12.9,4,Puig,46204
Córdoba,14,35.6,22.7,12.9,4,Iznájar,14037
Cantabria,39,38.1,25.2,12.9,21,Camargo,39016
Zaragoza,50,39.3,26.4,12.9,6,Caspe,50074
Zaragoza,50,44.2,31.3,12.9,11,Utebo,50272
Bizkaia,48,44.6,31.7,12.9,40,Portugalete,48078
Sevilla,41,50.4,37.5,12.9,5,Valencina de la Concepción,41096
Murcia,30,34.9,21.9,13,11,Archena,30009
Ciudad Real,13,35.1,22.1,13,12,Daimiel,13039
Ourense,32,36.4,23.4,13,6,Barbadás,32008
Cantabria,39,37.3,24.3,13,10,Laredo,39035
Madrid,28,38.4,25.4,13,23,San Fernando de Henares,28130
Valladolid,47,38.4,25.4,13,18,Laguna de Duero,47076
Ourense,32,29.4,16.3,13.1,4,San Cibrao das Viñas,32075
Pontevedra,36,32,18.9,13.1,19,"Estrada, A",36017
Valencia/Valéncia,46,38.5,25.4,13.1,9,Utiel,46249
Almería,4,40.5,27.4,13.1,6,Albox,4006
Santa Cruz de Tenerife,38,43.3,30.2,13.1,18,Icod de los Vinos,38022
Gipuzkoa,20,44.9,31.8,13.1,4,Mutriku,20056
Gipuzcoa,20,44.9,31.8,13.1,4,Mutriku,20056
Albacete,2,32.4,19.2,13.2,15,Villarrobledo,2081
Pontevedra,36,32.6,19.4,13.2,6,Salceda de Caselas,36049
Córdoba,14,33.8,20.6,13.2,4,Hornachuelos,14036
Alicante,3,36.5,23.3,13.2,7,Onil,3096
"Palmas, Las",35,38.9,25.7,13.2,27,Arucas,35006
Barcelona,8,44.2,31,13.2,7,Santa Margarida de Montbui,8250
Barcelona,8,45.3,32.1,13.2,2,Òdena,8143
Barcelona,8,47.8,34.6,13.2,22,Vilafranca del Penedès,8305
Barcelona,8,48.2,35,13.2,8,Cardedeu,8046
Málaga,29,52.6,39.4,13.2,20,Alhaurín de la Torre,29007
Valencia/Valéncia,46,33.8,20.5,13.3,24,Algemesí,46029
Albacete,2,34.2,20.9,13.3,18,Almansa,2009
Navarra,31,40.4,27.1,13.3,21,Tudela,31232
Bizkaia,48,41.4,28.1,13.3,3,Iurreta,48910
Gipuzkoa,20,44.7,31.4,13.3,14,Pasaia,20064
Gipuzcoa,20,44.7,31.4,13.3,14,Pasaia,20064
Almería,4,48.5,35.2,13.3,10,Huércal de Almería,4052
Murcia,30,38.7,25.3,13.4,8,Alguazas,30007
Córdoba,14,40,26.6,13.4,7,Almodóvar del Río,14005
Valladolid,47,41,27.6,13.4,4,Aldeamayor de San Martín,47007
Barcelona,8,49,35.6,13.4,21,Sant Joan Despí,8217
"Palmas, Las",35,61.1,47.7,13.4,32,Arrecife,35004
Huelva,21,31.1,17.6,13.5,3,Beas,21011
Valencia/Valéncia,46,34.5,21,13.5,6,Cheste,46109
Jaén,23,47.8,34.3,13.5,12,Bailén,23010
Madrid,28,38.2,24.6,13.6,4,Villa del Prado,28171
Murcia,30,39.7,26.1,13.6,27,Totana,30039
Pontevedra,36,48.4,34.8,13.6,17,Marín,36026
Barcelona,8,50,36.4,13.6,2,Olesa de Bonesvalls,8146
Granada,18,50,36.4,13.6,11,"Gabias, Las",18905
Navarra,31,32.1,18.4,13.7,2,Milagro,31169
Málaga,29,32.9,19.2,13.7,2,Mollina,29072
Valencia/Valéncia,46,35.7,22,13.7,21,Quart de Poblet,46102
Segovia,40,40.8,27.1,13.7,43,Segovia,40194
Segovia,40,41.2,27.5,13.7,7,Cuéllar,40063
Sevilla,41,41.7,28,13.7,17,Lebrija,41053
"Balears, Illes",7,42.4,28.7,13.7,5,Alaior,7002
Córdoba,14,43,29.3,13.7,18,Montilla,14042
Murcia,30,43.6,29.9,13.7,15,"Unión, La",30041
Sevilla,41,45.5,31.7,13.8,5,Olivares,41067
Bizkaia,48,47.3,33.5,13.8,20,Erandio,48902
Bizkaia,48,48.1,34.3,13.8,38,Santurtzi,48082
Valencia/Valéncia,46,35.8,21.9,13.9,21,Xirivella,46110
Almería,4,37.6,23.7,13.9,7,Cuevas del Almanzora,4035
Asturias,33,43.4,29.5,13.9,14,Villaviciosa,33076
Toledo,45,43.7,29.8,13.9,6,Yuncos,45205
Barcelona,8,54,40.1,13.9,12,Manlleu,8112
Murcia,30,34.7,20.7,14,8,Moratalla,30028
Alicante,3,39,25,14,2,Formentera del Segura,3070
Madrid,28,41.4,27.4,14,8,San Martín de la Vega,28132
Girona,17,49.4,35.4,14,7,Torroella de Montgrí,17199
Girona,17,52.4,38.4,14,5,"Escala, L'",17062
Alicante,3,32.6,18.5,14.1,7,Albatera,3005
Alicante,3,35.1,21,14.1,4,Dolores,3064
Toledo,45,39.5,25.4,14.1,5,Bargas,45019
Barcelona,8,40.8,26.7,14.1,5,Navàs,8141
Barcelona,8,50.6,36.5,14.1,15,Sitges,8270
Pontevedra,36,39.4,25.2,14.2,12,"Porriño, O",36039
Madrid,28,40.2,26,14.2,28,Pinto,28113
Santa Cruz de Tenerife,38,41.3,27.1,14.2,6,Arico,38005
Huelva,21,42.7,28.5,14.2,15,Lepe,21044
Cáceres,10,44.5,30.3,14.2,13,Navalmoral de la Mata,10131
Tarragona,43,49.7,35.5,14.2,15,Valls,43161
Valencia/Valéncia,46,36.2,21.9,14.3,8,Chiva,46111
Girona,17,41.8,27.5,14.3,3,Begur,17013
Barcelona,8,49.1,34.8,14.3,5,Sant Vicenç de Castellet,8262
Barcelona,8,58.5,44.2,14.3,11,Corbera de Llobregat,8072
Valencia/Valéncia,46,38.2,23.8,14.4,14,Picassent,46194
"Coruña, A",15,43.9,29.5,14.4,12,Teo,15082
Sevilla,41,49.4,35,14.4,28,Écija,41039
"Coruña, A",15,34.1,19.6,14.5,6,Oroso,15060
Tarragona,43,40.3,25.8,14.5,2,Santa Oliva,43140
Lugo,27,41.1,26.6,14.5,12,Viveiro,27066
"Coruña, A",15,42,27.5,14.5,5,Carnota,15020
Zaragoza,50,42.7,28.2,14.5,13,Ejea de los Caballeros,50095
Santa Cruz de Tenerife,38,42.9,28.4,14.5,10,Guía de Isora,38019
Lleida,25,48.6,34.1,14.5,5,Tremp,25234
"Coruña, A",15,50.3,35.8,14.5,16,Cambre,15017
Girona,17,56.5,42,14.5,5,Castell-Platja d'Aro,17048
"Balears, Illes",7,21.9,7.3,14.6,2,Montuïri,7038
Madrid,28,40.1,25.5,14.6,13,Galapagar,28061
Guadalajara,19,41.7,27.1,14.6,16,Azuqueca de Henares,19046
Ávila,5,42.1,27.5,14.6,39,Ávila,5019
Granada,18,45.9,31.3,14.6,4,Padul,18150
Castellón/Castelló,12,30.8,16.1,14.7,9,Nules,12082
"Balears, Illes",7,35.2,20.5,14.7,2,"Salines, Ses",7059
Albacete,2,38.1,23.4,14.7,10,"Roda, La",2069
Málaga,29,43.6,28.9,14.7,13,Coín,29042
Lugo,27,46.9,32.2,14.7,74,Lugo,27028
Almería,4,42,27.2,14.8,11,Níjar,4066
Málaga,29,45,30.2,14.8,9,Álora,29012
Granada,18,46.5,31.7,14.8,8,Salobreña,18173
Sevilla,41,47.5,32.7,14.8,12,Castilleja de la Cuesta,41029
Barcelona,8,57.1,42.3,14.8,17,Sant Pere de Ribes,8231
Valencia/Valéncia,46,36.9,22,14.9,32,Mislata,46169
León,24,41.4,26.5,14.9,10,Villablino,24202
Sevilla,41,43.7,28.8,14.9,6,Bollullos de la Mitación,41016
Granada,18,50.7,35.8,14.9,12,Maracena,18127
Barcelona,8,52.4,37.5,14.9,9,Caldes de Montbui,8033
"Balears, Illes",7,34.1,19.1,15,6,"Pobla, Sa",7044
Lugo,27,38.3,23.3,15,13,Vilalba,27065
Tarragona,43,40.8,25.8,15,3,"Ametlla de Mar, L'",43013
Teruel,44,43.2,28.2,15,20,Teruel,44216
Salamanca,37,45,30,15,11,Ciudad Rodrigo,37107
Granada,18,38.7,23.6,15.1,2,Deifontes,18066
Valencia/Valéncia,46,39,23.9,15.1,21,Alaquàs,46005
Madrid,28,41.5,26.4,15.1,35,Valdemoro,28161
Pontevedra,36,42.3,27.2,15.1,18,Ponteareas,36042
Granada,18,51.1,36,15.1,10,Atarfe,18022
"Palmas, Las",35,52.8,37.7,15.1,10,San Bartolomé,35018
Lugo,27,32.2,17,15.2,10,Sarria,27057
Valencia/Valéncia,46,37.9,22.7,15.2,17,Oliva,46181
Cantabria,39,40.5,25.3,15.2,15,Piélagos,39052
"Balears, Illes",7,44,28.8,15.2,3,Algaida,7004
Madrid,28,44.9,29.7,15.2,4,"Álamo, El",28004
Valladolid,47,45.1,29.9,15.2,10,Arroyo de la Encomienda,47010
Barcelona,8,48.9,33.7,15.2,6,Castellbisbal,8054
Barcelona,8,53.2,38,15.2,20,Ripollet,8180
"Rioja, La",26,38.3,23,15.3,10,Arnedo,26018
Almería,4,47.1,31.8,15.3,16,Adra,4003
Zamora,49,47.6,32.3,15.3,49,Zamora,49275
Castellón/Castelló,12,36.2,20.8,15.4,4,Moncofa,12077
Ourense,32,38.1,22.7,15.4,10,"Carballiño, O",32019
Murcia,30,39,23.6,15.4,26,Caravaca de la Cruz,30015
León,24,36.3,20.8,15.5,3,"Robla, La",24134
Asturias,33,45.4,29.9,15.5,2,Ibias,33028
Tarragona,43,52.5,37,15.5,3,"Pallaresos, Els",43100
Pontevedra,36,31.6,16,15.6,5,Mondariz,36030
Alicante,3,39,23.4,15.6,9,Cocentaina,3056
Gipuzkoa,20,40.8,25.2,15.6,14,Tolosa,20071
Gipuzcoa,20,40.8,25.2,15.6,14,Tolosa,20071
Madrid,28,41.5,25.9,15.6,14,Navalcarnero,28096
Ourense,32,45.5,29.9,15.6,10,"Barco de Valdeorras, O",32009
Barcelona,8,50.8,35.2,15.6,9,Arenys de Mar,8006
Barcelona,8,52.7,37.1,15.6,26,Igualada,8102
Alicante,3,36.1,20.4,15.7,6,Pedreguer,3101
Málaga,29,41.7,26,15.7,6,Archidona,29017
Sevilla,41,42.3,26.6,15.7,9,Espartinas,41040
Madrid,28,42.4,26.7,15.7,14,Arroyomolinos,28015
León,24,43.2,27.5,15.7,10,Villaquilambre,24222
Granada,18,44,28.3,15.7,17,Loja,18122
"Coruña, A",15,47.8,32.1,15.7,18,Arteixo,15005
Tarragona,43,50.7,35,15.7,2,"Pobla de Montornès, La",43111
Barcelona,8,53.2,37.5,15.7,10,Montornès del Vallès,8136
Córdoba,14,35.2,19.4,15.8,4,Santaella,14060
Valencia/Valéncia,46,36,20.2,15.8,10,"Pobla de Vallbona, la",46202
Alicante,3,40.2,24.4,15.8,48,Alcoy/Alcoi,3009
Murcia,30,44.4,28.6,15.8,21,Torre-Pacheco,30037
Gipuzkoa,20,45.9,30.1,15.8,31,Errenteria,20067
Gipuzcoa,20,45.9,30.1,15.8,31,Errenteria,20067
Madrid,28,32.4,16.5,15.9,24,Tres Cantos,28903
Valencia/Valéncia,46,39.2,23.3,15.9,32,Alzira,46017
Toledo,45,39.7,23.8,15.9,5,Ocaña,45121
Granada,18,40.4,24.5,15.9,5,Montefrío,18135
Gipuzkoa,20,46.9,31,15.9,8,Beasain,20019
Gipuzcoa,20,46.9,31,15.9,8,Beasain,20019
Barcelona,8,50.1,34.2,15.9,30,Sant Feliu de Llobregat,8211
Girona,17,54.4,38.5,15.9,12,Sant Feliu de Guíxols,17160
Badajoz,6,33.3,17.3,16,18,Villanueva de la Serena,6153
Pontevedra,36,36.6,20.6,16,8,Caldas de Reis,36005
León,24,38.2,22.2,16,7,Bembibre,24014
Alicante,3,39,23,16,11,Monóvar/Monòver,3089
"Coruña, A",15,39.3,23.3,16,4,Dumbría,15034
Sevilla,41,40,24,16,7,Alcalá del Río,41005
Zaragoza,50,42.1,26.1,16,2,Pinseque,50209
Barcelona,8,50.9,34.9,16,2,Castellbell i el Vilar,8053
Barcelona,8,54.7,38.7,16,8,Argentona,8009
Bizkaia,48,42,25.9,16.1,12,Amorebieta-Etxano,48003
Alicante,3,43.8,27.7,16.1,2,Polop,3107
Barcelona,8,44.3,28.2,16.1,2,Olèrdola,8145
Soria,42,44.8,28.7,16.1,24,Soria,42173
Granada,18,47.7,31.6,16.1,15,Guadix,18089
Sevilla,41,37.3,21.1,16.2,7,Cantillana,41023
Huelva,21,40.4,24.2,16.2,10,Moguer,21050
Barcelona,8,47,30.8,16.2,4,Sant Vicenç de Montalt,8264
Barcelona,8,51.7,35.5,16.2,5,Bigues i Riells,8023
Tarragona,43,55.8,39.6,16.2,3,Constantí,43047
Melilla,52,48.9,32.6,16.3,44,Melilla,52001
Málaga,29,53.9,37.6,16.3,28,Ronda,29084
Murcia,30,36.9,20.5,16.4,16,Cehegín,30017
Zaragoza,50,38.5,22.1,16.4,9,Tarazona,50251
Murcia,30,45.1,28.7,16.4,12,Fuente Álamo de Murcia,30021
Tarragona,43,53.5,37.1,16.4,21,"Vendrell, El",43163
Pontevedra,36,37.9,21.4,16.5,9,Salvaterra de Miño,36050
Tarragona,43,41.2,24.7,16.5,2,"Bisbal del Penedès, La",43028
"Palmas, Las",35,42.4,25.9,16.5,18,Ingenio,35011
Asturias,33,47.9,31.4,16.5,13,Laviana,33032
Gipuzkoa,20,49.6,33.1,16.5,16,Hernani,20040
Gipuzcoa,20,49.6,33.1,16.5,16,Hernani,20040
Valencia/Valéncia,46,39.1,22.5,16.6,19,Aldaia,46021
Santa Cruz de Tenerife,38,47.2,30.6,16.6,17,Candelaria,38011
Murcia,30,28,11.3,16.7,6,Abanilla,30001
Málaga,29,42.7,26,16.7,4,Algarrobo,29005
Madrid,28,43.2,26.5,16.7,31,Collado Villalba,28047
Sevilla,41,52.4,35.7,16.7,18,Coria del Río,41034
Barcelona,8,54.2,37.5,16.7,9,Malgrat de Mar,8110
Almería,4,28.6,11.8,16.8,3,Cantoria,4031
Toledo,45,36.5,19.7,16.8,2,Escalona,45061
Valencia/Valéncia,46,38,21.2,16.8,5,"Pobla de Farnals, la",46199
Alicante,3,38.6,21.8,16.8,11,Almoradí,3015
Sevilla,41,38.6,21.8,16.8,3,Burguillos,41019
Almería,4,42.1,25.3,16.8,12,Berja,4029
Granada,18,43.5,26.7,16.8,15,Almuñécar,18017
"Coruña, A",15,43.7,26.9,16.8,20,Ames,15002
Bizkaia,48,44.9,28.1,16.8,13,Bermeo,48017
Cádiz,11,53.7,36.9,16.8,15,Conil de la Frontera,11014
Badajoz,6,39.4,22.5,16.9,20,Almendralejo,6011
Murcia,30,41.5,24.6,16.9,12,Abarán,30002
Cantabria,39,45.1,28.2,16.9,147,Santander,39075
Bizkaia,48,48.8,31.8,17,26,Sestao,48084
Barcelona,8,50.5,33.5,17,12,Sant Quirze del Vallès,8238
Burgos,9,40.2,23.1,17.1,2,Villadiego,9427
"Balears, Illes",7,44.7,27.6,17.1,22,Marratxí,7036
Barcelona,8,52,34.9,17.1,11,Olesa de Montserrat,8147
Almería,4,58.1,41,17.1,47,Roquetas de Mar,4079
Cuenca,16,43.3,26.1,17.2,36,Cuenca,16078
Burgos,9,46.9,29.7,17.2,22,Aranda de Duero,9018
Córdoba,14,47.2,30,17.2,15,Palma del Río,14049
Gipuzkoa,20,50.6,33.4,17.2,42,Irun,20045
Gipuzcoa,20,50.6,33.4,17.2,42,Irun,20045
Barcelona,8,52.5,35.3,17.2,16,Premià de Mar,8172
Valencia/Valéncia,46,33.9,16.6,17.3,11,Riba-roja de Túria,46214
Valencia/Valéncia,46,40.3,23,17.3,19,Catarroja,46094
Valencia/Valéncia,46,46.6,29.3,17.3,2,Montroy,46176
"Rioja, La",26,48.4,31.1,17.3,14,Calahorra,26036
Tarragona,43,58.4,41.1,17.3,12,Salou,43905
Granada,18,39.3,21.9,17.4,7,Illora,18102
Pontevedra,36,43.7,26.3,17.4,20,Redondela,36045
Huelva,21,39.2,21.7,17.5,5,San Juan del Puerto,21064
Pontevedra,36,44.1,26.6,17.5,5,"Cañiza, A",36009
Barcelona,8,53.6,36.1,17.5,11,Esparreguera,8076
Lugo,27,45.6,28,17.6,14,Monforte de Lemos,27031
Santa Cruz de Tenerife,38,46.8,29.2,17.6,12,"Rosario, El",38032
Málaga,29,46.9,29.3,17.6,11,Alhaurín el Grande,29008
Bizkaia,48,47.4,29.8,17.6,65,Getxo,48044
Alicante,3,47.7,30.1,17.6,24,Dénia,3063
Cádiz,11,50.4,32.8,17.6,18,San Roque,11033
Castellón/Castelló,12,37.9,20.2,17.7,4,Alcalà de Xivert,12004
Valencia/Valéncia,46,38.7,20.9,17.8,15,Cullera,46105
Tarragona,43,53.8,36,17.8,3,Roda de Barà,43131
Madrid,28,41,23.1,17.9,49,"Rozas de Madrid, Las",28127
Sevilla,41,43.3,25.4,17.9,17,Lora del Río,41055
Ourense,32,43.8,25.9,17.9,5,"Pereiro de Aguiar, O",32058
"Coruña, A",15,44.4,26.5,17.9,28,Carballo,15019
Jaén,23,44.9,27,17.9,18,Martos,23060
Huelva,21,47.6,29.7,17.9,13,Almonte,21005
Barcelona,8,50,32.1,17.9,9,Sant Celoni,8202
Huelva,21,50.9,33,17.9,10,Punta Umbría,21060
Zaragoza,50,35.4,17.4,18,4,Zuera,50298
Almería,4,39.9,21.9,18,2,Mojácar,4064
León,24,49.5,31.5,18,5,Valverde de la Virgen,24189
Málaga,29,52.7,34.7,18,24,Rincón de la Victoria,29082
Barcelona,8,51.3,33.2,18.1,32,Cerdanyola del Vallès,8266
Valencia/Valéncia,46,34.8,16.6,18.2,2,Godelleta,46136
Bizkaia,48,49.3,31.1,18.2,38,Basauri,48015
Barcelona,8,50.1,31.9,18.2,15,Martorell,8114
Córdoba,14,40.3,22,18.3,3,Espiel,14026
Murcia,30,46.4,28.1,18.3,30,Águilas,30003
Ourense,32,48.8,30.5,18.3,80,Ourense,32054
Gipuzkoa,20,50,31.7,18.3,12,Hondarribia,20036
Gipuzcoa,20,50,31.7,18.3,12,Hondarribia,20036
Barcelona,8,56.9,38.6,18.3,8,"Franqueses del Vallès, Les",8086
"Balears, Illes",7,57.8,39.5,18.3,6,Son Servera,7062
Castellón/Castelló,12,42.2,23.8,18.4,3,Peníscola/Peñíscola,12089
Sevilla,41,45.5,27.1,18.4,10,"Cabezas de San Juan, Las",41020
Barcelona,8,50,31.6,18.4,51,Sant Cugat del Vallès,8205
"Coruña, A",15,53.5,35.1,18.4,63,Ferrol,15036
Murcia,30,46.7,28.2,18.5,23,Jumilla,30022
Granada,18,47.2,28.7,18.5,4,Otura,18149
"Coruña, A",15,49.8,31.3,18.5,21,Oleiros,15058
Bizkaia,48,52.8,34.3,18.5,87,Barakaldo,48013
Santa Cruz de Tenerife,38,39,20.4,18.6,25,"Realejos, Los",38031
Castellón/Castelló,12,40.9,22.3,18.6,14,Onda,12084
Asturias,33,49.9,31.2,18.7,38,Siero,33066
Sevilla,41,58.9,40.2,18.7,21,Morón de la Frontera,41065
Castellón/Castelló,12,46.5,27.7,18.8,17,Vinaròs,12138
Murcia,30,50.6,31.8,18.8,20,"Torres de Cotillas, Las",30038
Girona,17,51.4,32.6,18.8,12,Banyoles,17015
Cádiz,11,44.1,25.2,18.9,23,Arcos de la Frontera,11006
Cantabria,39,44.8,25.9,18.9,13,"Astillero, El",39008
Sevilla,41,46.5,27.6,18.9,24,"Palacios y Villafranca, Los",41069
Gipuzkoa,20,47.3,28.4,18.9,23,Eibar,20030
Gipuzcoa,20,47.3,28.4,18.9,23,Eibar,20030
Girona,17,52.2,33.3,18.9,4,Caldes de Malavella,17033
Asturias,33,54.8,35.9,18.9,10,Valdés,33034
Navarra,31,45.1,26.1,19,10,Estella/Lizarra,31097
Granada,18,49.5,30.4,19.1,7,Pinos Puente,18158
Málaga,29,57.9,38.8,19.1,14,Cártama,29038
Tarragona,43,37.7,18.5,19.2,4,Vandellòs i l'Hospitalet de l'Infant,43162
Málaga,29,47.8,28.6,19.2,29,Antequera,29015
Castellón/Castelló,12,48.4,29.2,19.2,4,Oropesa del Mar/Orpesa,12085
"Palmas, Las",35,42,22.6,19.4,19,Agüimes,35002
Barcelona,8,52.9,33.5,19.4,4,Vacarisses,8291
Sevilla,41,55.4,36,19.4,26,Mairena del Aljarafe,41059
Barcelona,8,56.6,37.2,19.4,52,Manresa,8113
Barcelona,8,60.6,41.2,19.4,10,Cubelles,8074
Sevilla,41,54.7,35.2,19.5,15,San Juan de Aznalfarache,41086
Girona,17,56.6,37.1,19.5,22,Blanes,17023
Murcia,30,44.6,25,19.6,15,Mula,30029
Barcelona,8,55.8,36.2,19.6,14,Santa Perpètua de Mogoda,8260
Huelva,21,39.9,20.2,19.7,7,Gibraleón,21035
Madrid,28,45.8,26.1,19.7,32,Aranjuez,28013
Zaragoza,50,48.3,28.6,19.7,14,Calatayud,50067
Granada,18,53.2,33.5,19.7,34,Motril,18140
Cádiz,11,56.8,37.1,19.7,20,Rota,11030
Valencia/Valéncia,46,40,20.2,19.8,4,Vilamarxant,46256
Bizkaia,48,48.1,28.3,19.8,23,Galdakao,48036
Barcelona,8,55.5,35.7,19.8,22,Montcada i Reixac,8125
Alicante,3,45.1,25.2,19.9,3,San Miguel de Salinas,3120
Tarragona,43,45.8,25.9,19.9,6,Alcanar,43004
Castellón/Castelló,12,42.5,22.5,20,34,Vila-real,12135
"Coruña, A",15,44.3,24.3,20,5,Brión,15013
Jaén,23,49,29,20,26,Andújar,23005
Barcelona,8,54.5,34.4,20.1,45,Viladecans,8301
Madrid,28,44.6,24.4,20.2,24,Colmenar Viejo,28045
"Coruña, A",15,48.7,28.5,20.2,75,Santiago de Compostela,15078
Asturias,33,54.1,33.9,20.2,36,Langreo,33031
Barcelona,8,55.1,34.9,20.2,31,Mollet del Vallès,8124
"Balears, Illes",7,55.2,35,20.2,12,Sant Antoni de Portmany,7046
Cantabria,39,40,19.7,20.3,47,Torrelavega,39087
Santa Cruz de Tenerife,38,37,16.6,20.4,27,"Orotava, La",38026
Madrid,28,42.8,22.4,20.4,25,Boadilla del Monte,28022
Girona,17,55.2,34.8,20.4,4,Castelló d'Empúries,17047
Sevilla,41,50.6,30.1,20.5,9,Sanlúcar la Mayor,41087
Santa Cruz de Tenerife,38,43.6,23,20.6,4,Tazacorte,38045
Valencia/Valéncia,46,40.9,20.1,20.8,45,Gandia,46131
Asturias,33,48.8,28,20.8,202,Gijón,33024
Madrid,28,50.8,30,20.8,26,Arganda del Rey,28014
Cádiz,11,52.3,31.5,20.8,6,Puerto Serrano,11029
Girona,17,53.4,32.6,20.8,21,Olot,17114
Badajoz,6,34,13.1,20.9,2,Montemolín,6086
Burgos,9,46.4,25.5,20.9,149,Burgos,9059
Santa Cruz de Tenerife,38,48.3,27.4,20.9,4,Breña Baja,38009
Barcelona,8,56,35.1,20.9,8,Canovelles,8041
Tarragona,43,57.2,36.3,20.9,16,Cambrils,43038
Madrid,28,45.4,24.4,21,16,Villaviciosa de Odón,28181
Huelva,21,53.7,32.7,21,14,Ayamonte,21010
Barcelona,8,53.8,32.8,21,14,Castellar del Vallès,8051
Jaén,23,41,19.9,21.1,17,Alcalá la Real,23002
León,24,49.7,28.5,21.2,112,León,24089
Barcelona,8,56.3,35.1,21.2,35,Granollers,8096
Huelva,21,49.8,28.5,21.3,12,Isla Cristina,21042
Málaga,29,56.7,35.4,21.3,43,Torremolinos,29901
Barcelona,8,58.7,37.4,21.3,14,Sant Andreu de la Barca,8196
Valencia/Valéncia,46,45.9,24.5,21.4,26,Burjassot,46078
Barcelona,8,53.6,32.2,21.4,23,Vic,8298
Burgos,9,61.5,40.1,21.4,30,Miranda de Ebro,9219
Córdoba,14,43.4,21.9,21.5,18,Priego de Córdoba,14055
"Balears, Illes",7,44.4,22.9,21.5,8,Santanyí,7057
Girona,17,57.7,36.2,21.5,3,Sils,17193
Cádiz,11,41,19.4,21.6,13,Tarifa,11035
Pontevedra,36,52.7,31.1,21.6,62,Pontevedra,36038
Barcelona,8,54.5,32.8,21.7,9,Calella,8035
Valencia/Valéncia,46,40,18.2,21.8,27,Ontinyent,46184
Pontevedra,36,49.4,27.6,21.8,11,Poio,36041
Huelva,21,54.4,32.6,21.8,11,Cartaya,21021
"Balears, Illes",7,61.8,40,21.8,16,Ciutadella de Menorca,7015
Murcia,30,46,24.1,21.9,18,Alhama de Murcia,30008
Gipuzkoa,20,46.2,24.3,21.9,142,Donostia-San Sebastián,20069
Gipuzcoa,20,46.2,24.3,21.9,142,Donostia-San Sebastián,20069
Cádiz,11,47.1,25.2,21.9,110,Cádiz,11012
Girona,17,53.8,31.9,21.9,15,Salt,17155
"Balears, Illes",7,37.1,15.1,22,7,Santa Margalida,7055
Alicante,3,49.3,27.3,22,34,San Vicente del Raspeig/Sant Vicent del Raspeig,3122
Cádiz,11,52.1,30.1,22,11,Chipiona,11016
Salamanca,37,49,26.9,22.1,121,Salamanca,37274
Alicante,3,47.6,25.4,22.2,14,Altea,3018
Murcia,30,49.2,27,22.2,57,Molina de Segura,30027
Valencia/Valéncia,46,42.9,20.6,22.3,21,Manises,46159
Ciudad Real,13,48.6,26.3,22.3,53,Ciudad Real,13034
Madrid,28,49.7,27.4,22.3,62,Parla,28106
Cáceres,10,51.2,28.9,22.3,32,Plasencia,10148
Alicante,3,45.2,22.8,22.4,5,Redován,3111
Alicante,3,51.8,29.4,22.4,14,"Campello, el",3050
Alicante,3,44.2,21.7,22.5,5,Monforte del Cid,3088
Huesca,22,52.2,29.7,22.5,34,Huesca,22125
Barcelona,8,59.4,36.9,22.5,50,Sant Boi de Llobregat,8200
"Balears, Illes",7,66.1,43.5,22.6,28,Eivissa,7026
Madrid,28,42.3,19.5,22.8,54,Coslada,28049
Asturias,33,53.7,30.9,22.8,38,Mieres,33037
Barcelona,8,56.8,34,22.8,26,Castelldefels,8056
Barcelona,8,58.4,35.6,22.8,75,Mataró,8121
